Date,Scrip,Open,High,Low,Close,Volume
20260218,00DS30,2126.24096,2131.96431,2108.13845,2110.04235,9357784000
20260218,00DSES,1117.16417,1123.48988,1103.38464,1105.28114,9357784000
20260218,00DSEX,5570.59082,5597.67597,5516.24921,5519.13823,9357784000
20260218,00DSMEX,972.95656,987.08171,959.30117,964.91274,19399000
20260218,1JANATAMF,2.9,3,2.8,2.8,1060779
20260218,1STPRIMFMF,20,20.1,19.5,19.6,322959
20260218,AAMRANET,17.1,17.8,17.1,17.2,307792
20260218,AAMRATECH,12.3,13.4,12,12.1,510551
20260218,ABB1STMF,3,3.1,2.8,2.9,3654650
20260218,ABBANK,7.4,7.4,6.6,6.6,13018201
20260218,ACFL,18.3,18.4,17.8,17.8,66980
20260218,ACHIASF,48.3,51.7,48,50.1,36259
20260218,ACI,225,231,221.9,223.7,418556
20260218,ACIFORMULA,150.2,151.5,145.1,145.5,91684
20260218,ACMELAB,82.9,82.9,80,80.7,1284586
20260218,ACMEPL,16.9,17,16.7,16.8,1570695
20260218,ACTIVEFINE,7,7.1,6.6,6.7,370604
20260218,ADNTEL,64.5,67.7,64.5,65.3,1432125
20260218,ADVENT,14.5,14.5,14.1,14.1,235562
20260218,AFCAGRO,7.3,7.3,6.6,6.7,221018
20260218,AFTABAUTO,30.7,31.1,30.6,30.7,238889
20260218,AGNISYSL,21.8,22.5,21.8,21.8,1423556
20260218,AGRANINS,24.2,24.9,24.1,24.2,33520
20260218,AIBL1STIMF,3.7,4,3.7,3.9,1328043
20260218,AIL,28.7,29,28,28.2,245808
20260218,AL-HAJTEX,144.9,145.3,137.2,138.2,224992
20260218,ALARABANK,16.3,16.5,15.7,15.8,582132
20260218,ALIF,4.7,4.8,4.4,4.5,489680
20260218,ALLTEX,14.9,15.2,14.8,14.9,221626
20260218,AMANFEED,24.3,25,24.3,24.4,526677
20260218,AMBEEPHA,785.1,785.1,767.8,770.4,948
20260218,AMCL(PRAN),220.5,220.5,217,218.5,8232
20260218,AMPL,33.5,39.9,33.5,36.9,8242
20260218,ANLIMAYARN,19.6,19.7,18.8,19,23528
20260218,ANWARGALV,102.8,107.9,101,103,1612807
20260218,AOL,16.2,16.3,15.8,15.9,839110
20260218,AOPLC,11.5,11.8,11,11.2,227676
20260218,APEXFOODS,244,244.9,237.5,238.5,32245
20260218,APEXFOOT,194.1,196,192.5,193.5,153268
20260218,APEXSPINN,213.3,214.5,206.3,207,146642
20260218,APEXTANRY,71.2,72.5,71,71.3,44996
20260218,APEXWEAV,7.2,7.3,6.8,6.9,23891
20260218,APOLOISPAT,2.5,2.6,2.3,2.4,1163591
20260218,APSCLBOND,1935.5,1935.5,1935.5,1935.5,4
20260218,ARAMIT,180,180,177,177,24239
20260218,ARAMITCEM,12.6,12.6,11.5,11.6,16325
20260218,ARGONDENIM,17.7,17.8,17.5,17.5,335856
20260218,ASIAINS,43,43.9,40.1,40.9,1566725
20260218,ASIAPACINS,41.8,42.4,38.8,39.6,267336
20260218,ASIATICLAB,67.8,70.4,62,65.2,4801532
20260218,ATLASBANG,55.6,55.6,53.1,54,1087
20260218,AZIZPIPES,43.4,45,43.4,43.7,12137
20260218,BANGAS,127.5,131.1,125.9,128.1,237489
20260218,BANKASIA,20.7,20.7,20.4,20.7,2202972
20260218,BARKAPOWER,8.1,8.1,7.8,7.8,659136
20260218,BATASHOE,845,847.9,840,841,1302
20260218,BATBC,283.1,284.8,278.3,278.8,121546
20260218,BAYLEASING,4.9,5,4.5,4.6,650808
20260218,BBS,9.8,10.6,9.7,10.6,3448420
20260218,BBSCABLES,15.7,17.2,15.7,16.8,2227519
20260218,BDAUTOCA,137,144.5,137,141.3,180627
20260218,BDCOM,26.8,27.3,26.7,26.8,1584719
20260218,BDFINANCE,13.4,13.6,13,13,344478
20260218,BDLAMPS,146.9,148.8,144.3,147.2,50169
20260218,BDPAINTS,34.1,34.1,32.3,32.9,38521
20260218,BDTHAI,11.3,11.5,11.1,11.3,956013
20260218,BDTHAIFOOD,15.5,15.7,15.3,15.5,3536036
20260218,BDWELDING,19.5,20.4,19.5,20,191784
20260218,BEACHHATCH,32.5,32.6,31.7,31.9,216107
20260218,BEACONPHAR,112,113.2,108.4,108.8,422513
20260218,BENGALBISC,63,65.8,63,64.2,3
20260218,BENGALWTL,18.3,19.2,18.3,18.6,437141
20260218,BERGERPBL,1458.8,1458.8,1428,1431.2,22801
20260218,BESTHLDNG,13.3,13.7,13.2,13.2,135385
20260218,BEXGSUKUK,59.5,59.5,59,59,24514
20260218,BEXIMCO,110.1,110.1,110.1,110.1,236
20260218,BGIC,35.4,36,34.6,34.7,50203
20260218,BIFC,3.9,3.9,3.8,3.9,2060953
20260218,BNICL,58.5,58.8,56.3,56.6,958369
20260218,BPML,29.7,29.7,28.7,28.8,120036
20260218,BPPL,15.9,16,15.6,15.6,2160448
