Date,Scrip,Open,High,Low,Close,Volume
20260504,00DS30,2018.88926,2028.17175,2012.82197,2023.04412,8769513000
20260504,00DSES,1050.33939,1057.72994,1050.43391,1054.80892,8769513000
20260504,00DSEX,5265.39264,5295.03826,5269.60876,5277.80549,8769513000
20260504,00DSMEX,1127.40701,1151.68759,1129.87841,1144.81338,90622000
20260504,1JANATAMF,3.1,3.1,3,3,237244
20260504,1STPRIMFMF,19.4,19.4,18.9,19.1,345035
20260504,AAMRANET,16.4,16.4,16.2,16.3,92642
20260504,AAMRATECH,13.1,13.1,12.4,12.6,45570
20260504,ABB1STMF,3.2,3.3,3.1,3.1,1155651
20260504,ABBANK,4.7,4.8,4.6,4.6,960378
20260504,ABBLPBOND,1050,1050,1050,1050,20000
20260504,ACFL,18.4,18.6,18.2,18.3,30470
20260504,ACHIASF,35.7,35.7,34.2,35.3,212301
20260504,ACI,188.6,192.5,188.6,189.5,42055
20260504,ACIFORMULA,140.3,143,140.3,141.2,29658
20260504,ACMELAB,75.6,75.9,75.2,75.8,76201
20260504,ACMEPL,24.7,25.3,23.8,24.1,4746164
20260504,ACTIVEFINE,6.7,6.7,6.5,6.6,65369
20260504,ADNTEL,61.3,62.2,60.9,61.2,686028
20260504,ADVENT,13.6,13.9,13.5,13.8,144340
20260504,AFCAGRO,6.6,6.9,6.6,6.8,12227
20260504,AFTABAUTO,27.2,27.7,26.8,27.3,83253
20260504,AGNISYSL,23.9,25.8,23.9,25.2,2830944
20260504,AGRANINS,22.4,22.8,22.2,22.5,66918
20260504,AIBL1STIMF,3.9,4.1,3.9,3.9,546270
20260504,AIL,32.5,34.8,32.1,32.7,587351
20260504,AL-HAJTEX,103,103,98.8,99.1,280573
20260504,ALARABANK,14,14.2,13.5,13.9,126997
20260504,ALIF,5.8,5.9,5.4,5.5,1691980
20260504,ALLTEX,15,15.8,15,15.7,639350
20260504,AMANFEED,26.9,28.8,26.5,28,1697912
20260504,AMBEEPHA,762,762,753,754.9,761
20260504,AMCL(PRAN),211.1,215,211.1,214.3,16931
20260504,AMPL,59.5,62.3,59.1,60.9,247925
20260504,ANLIMAYARN,19.4,20.6,19.3,19.9,66800
20260504,ANWARGALV,99.3,99.9,98,99.2,481532
20260504,AOL,16,16,15.6,15.7,155294
20260504,AOPLC,11.2,12.1,11.2,11.7,398485
20260504,APEXFOODS,277,277,265,270.4,56529
20260504,APEXFOOT,194.3,199.7,194.3,198.3,100907
20260504,APEXSPINN,360,366.1,348.8,361.7,185624
20260504,APEXTANRY,94.2,98.5,94,95.3,235734
20260504,APEXWEAV,7.8,7.8,7,7.4,44122
20260504,APOLOISPAT,3.4,3.4,3.2,3.3,656511
20260504,ARAMIT,171.2,174.5,170.2,171,6846
20260504,ARAMITCEM,10.5,11.3,10.5,11.1,14075
20260504,ARGONDENIM,17.1,17.1,16.8,17,292455
20260504,ASIAINS,39.2,39.2,37.9,38,249849
20260504,ASIAPACINS,40.3,41,39.3,40.5,737405
20260504,ASIATICLAB,107.5,109.4,104.8,107.7,1491250
20260504,ATLASBANG,73.4,75.3,73.4,74.5,26768
20260504,AZIZPIPES,61.5,67.4,61.5,66,182611
20260504,BANGAS,132.8,134.9,131,131.6,113891
20260504,BANKASIA,20.2,20.5,20,20.2,698117
20260504,BARKAPOWER,8.4,8.4,8.2,8.3,574713
20260504,BATASHOE,815,824,815,820.9,176
20260504,BATBC,221.9,221.9,219.4,220,91775
20260504,BAYLEASING,4.6,4.8,4.6,4.7,99815
20260504,BBS,12,12.2,11.8,12.2,1429639
20260504,BBSCABLES,19.8,20.5,19.8,20.4,1933931
20260504,BDAUTOCA,234,234,222.2,223.5,173796
20260504,BDCOM,28.2,28.7,28.2,28.5,613096
20260504,BDFINANCE,12.5,12.5,11.8,11.9,265276
20260504,BDLAMPS,186.5,196,182,193.4,170336
20260504,BDPAINTS,37.8,37.9,35,36,150769
20260504,BDTHAI,12.4,12.6,12.3,12.5,959055
20260504,BDTHAIFOOD,21.8,21.8,20.7,20.9,6267875
20260504,BDWELDING,14.6,14.9,14.5,14.5,76616
20260504,BEACHHATCH,29.3,29.6,29.2,29.4,154056
20260504,BEACONPHAR,102.6,103.1,101.5,102.6,166425
20260504,BENGALBISC,67.4,69.9,67,67.4,10417
20260504,BENGALWTL,26.2,26.7,25.3,25.6,1494714
20260504,BERGERPBL,1381.1,1386,1379.8,1380.4,5911
20260504,BESTHLDNG,12.7,12.8,12.5,12.6,182264
20260504,BEXGSUKUK,65,67.5,65,66,19130
20260504,BGIC,38,38.1,37.2,37.9,253926
20260504,BIFC,4.7,4.8,4.7,4.8,170563
20260504,BNICL,82.7,84.7,81,81.7,1189719
20260504,BPML,27,27,26.2,26.6,24892
20260504,BPPL,17,17.3,16.8,17,5513216
20260504,BRACBANK,64.4347826086956,64.6086956521739,63.7391304347826,63.9130434782609,701579
20260504,BSC,103.5,104.5,103.4,104,223790
20260504,BSCPLC,142,143,141.3,141.6,44591
20260504,BSRMLTD,85.5,86,84,85.5,37888
20260504,BSRMSTEEL,73,73,72.2,72.7,287727
20260504,BXPHARMA,110,117.8,110,117,620336
20260504,CAPITECGBF,7.1,7.2,7,7.1,1146863
20260504,CAPMBDBLMF,12.3,12.5,12.1,12.4,2002420
20260504,CAPMIBBLMF,9,9.4,8.9,9.1,1474687
20260504,CENTRALINS,40.4,41.6,40,40.2,410219
20260504,CENTRALPHL,8.6,8.6,8.4,8.4,312055
20260504,CITYBANK,28.9,29.1,27.9,28.6,12062821
20260504,CITYGENINS,100.6,101.9,100.6,101.3,182105
20260504,CLICL,56,56.7,55.4,55.6,290749
20260504,CNATEX,3.5,3.6,3.4,3.4,316744
20260504,CONFIDCEM,62.8,62.8,60.6,60.8,188776
20260504,CONTININS,27,27.5,26.8,27.1,346616
20260504,COPPERTECH,24.7,25.3,23.9,24.4,994317
20260504,CRAFTSMAN,39.2,39.8,38.8,39.5,107480
20260504,CROWNCEMNT,49.4,50.8,48.5,49,2292
20260504,CRYSTALINS,77,77,73.3,73.9,371239
20260504,CVOPRL,157.9,161.4,157.6,160.7,324120
20260504,DACCADYE,16.2,16.2,15.6,15.9,69395
20260504,DAFODILCOM,117.4,122,117.2,121.4,406627
20260504,DBH,39.5,39.5,39,39.4,175176
20260504,DBH1STMF,4.5,4.6,4.4,4.5,236630
20260504,DELTALIFE,76.9,77.7,75.6,76,105525
20260504,DELTASPINN,6.4,6.5,6.3,6.4,491673
20260504,DESCO,22.4,22.5,22,22.1,108762
20260504,DESHBANDHU,17.2,17.9,17.2,17.7,772757
20260504,DGIC,22.1,22.7,22.1,22.2,110817
20260504,DHAKABANK,12.5,12.6,12.4,12.5,2293623
20260504,DHAKAINS,40.2,40.3,39.5,39.7,63316
20260504,DOMINAGE,65.8,66.4,65.2,65.5,2795394
20260504,DOREENPWR,29.8,31.2,29.7,30.9,1427014
20260504,DSHGARME,127.7,131.6,126,126.8,176359
20260504,DSSL,9.3,9.4,9.2,9.3,1149026
20260504,DULAMIACOT,129.8,131,126.5,130.3,7254
20260504,DUTCHBANGL,43.2,43.2,42.1,42.5,585565
20260504,EASTERNINS,55.4,56.8,54.9,55.2,103839
