Date,Scrip,Open,High,Low,Close,Volume
20260421,00DS30,1980.00817,1988.35742,1979.97145,1984.176,9292884000
20260421,00DSES,1059.69971,1067.97205,1061.79843,1062.65351,9292884000
20260421,00DSEX,5232.49056,5272.80035,5245.32771,5257.41321,9292884000
20260421,00DSMEX,1138.73042,1155.58168,1118.64813,1130.10061,78738000
20260421,1JANATAMF,3.1,3.1,3,3.1,1726924
20260421,1STPRIMFMF,20.9,20.9,19.9,20.1,828820
20260421,AAMRANET,16.3,16.9,16,16.6,719142
20260421,AAMRATECH,13,13.6,13,13.5,102705
20260421,ABB1STMF,3.4,3.4,3.2,3.3,2575114
20260421,ABBANK,5.7,6,5.7,5.8,1733884
20260421,ACFL,18.4,19.1,18.2,18.4,146199
20260421,ACHIASF,36.8,36.8,35.1,35.2,71322
20260421,ACI,203.1,207.7,203,204.8,34952
20260421,ACIFORMULA,140.5,142.9,140.1,142.3,31354
20260421,ACMELAB,75.2,76,74.8,75.7,377441
20260421,ACMEPL,27.3,27.8,26,26.3,8664511
20260421,ACTIVEFINE,6.8,6.9,6.5,6.6,460179
20260421,ADNTEL,60.3,61.6,59.7,60.3,395405
20260421,ADVENT,14.3,14.3,13.8,13.9,212077
20260421,AFCAGRO,6.7,6.9,6.5,6.6,214384
20260421,AFTABAUTO,28,28.4,27.8,28.2,128474
20260421,AGNISYSL,21.8,23.7,21.7,23.7,4843246
20260421,AGRANINS,22.1,22.7,21.8,22.5,185538
20260421,AIBL1STIMF,4,4.1,4,4.1,346279
20260421,AIL,28.2,28.8,28.2,28.4,127756
20260421,AL-HAJTEX,111.3,112.6,108.7,109.4,380345
20260421,ALARABANK,15.2,15.5,15,15.1,173332
20260421,ALIF,5,5,4.8,4.8,251505
20260421,ALLTEX,14.7,14.8,14.5,14.7,450867
20260421,AMANFEED,26.3,28,26.3,26.8,2571700
20260421,AMBEEPHA,760,760,750,753,1300
20260421,AMCL(PRAN),211,215,210.1,212.4,17996
20260421,AMPL,49.6,49.6,48.4,48.8,113295
20260421,ANLIMAYARN,19.8,19.8,19.1,19.1,11260
20260421,ANWARGALV,95.9,97.4,95.7,96,567819
20260421,AOL,17.1,17.3,16.7,16.8,577789
20260421,AOPLC,10.7,10.7,10,10.2,156283
20260421,APEXFOODS,245.5,266.1,245.5,264.3,238855
20260421,APEXFOOT,204,213.1,204,209.1,501135
20260421,APEXSPINN,283.5,307.9,283.5,307.9,378056
20260421,APEXTANRY,75,78.5,75,77.6,161874
20260421,APEXWEAV,7.7,7.7,7.3,7.5,22952
20260421,APOLOISPAT,3.6,3.7,3.5,3.6,456022
20260421,APSCLBOND,1125,1125,1125,1125,1
20260421,ARAMIT,174.8,177.6,174,177.2,10138
20260421,ARAMITCEM,11.9,11.9,11.2,11.2,27677
20260421,ARGONDENIM,17.3,17.7,17.3,17.3,880389
20260421,ASIAINS,40.8,42.4,40.6,41.8,789291
20260421,ASIAPACINS,37.6,38.9,37,38.5,221781
20260421,ASIATICLAB,96.7,101.6,96.2,100.3,1203406
20260421,ATLASBANG,71.6,71.6,65.6,68.2,12532
20260421,AZIZPIPES,49.7,52.3,49.7,52,61954
20260421,BANGAS,143,148,142,143.6,492736
20260421,BANKASIA,21.3,21.5,21.2,21.2,531160
20260421,BARKAPOWER,7.6,8.2,7.6,7.9,1241383
20260421,BATASHOE,830,844,821.1,831.2,78
20260421,BATBC,216.9,216.9,216.4,216.5,126374
20260421,BAYLEASING,4.8,5,4.8,4.9,179003
20260421,BBS,12.6,12.9,12.5,12.5,2432338
20260421,BBSCABLES,21.4,21.7,20.8,21,3076652
20260421,BDAUTOCA,257,269,247,252,385688
20260421,BDCOM,29.4,30.6,29.2,29.7,2565072
20260421,BDFINANCE,12.9,13,12.7,12.8,327905
20260421,BDLAMPS,172,182.4,170,182.4,246702
20260421,BDPAINTS,39.8,40.4,37.7,38.5,51510
20260421,BDTHAI,12.9,13.2,12.7,12.8,2280687
20260421,BDTHAIFOOD,19.5,19.8,18.7,18.9,2921308
20260421,BDWELDING,15.9,15.9,15.5,15.6,51295
20260421,BEACHHATCH,30,30.4,30,30.1,194865
20260421,BEACONPHAR,101.1,102.8,101,101.4,241243
20260421,BENGALBISC,66.9,66.9,63,64.9,3701
20260421,BENGALWTL,24.2,25.1,23.9,24.3,1505385
20260421,BERGERPBL,1391.9,1392,1384.1,1387,596
20260421,BESTHLDNG,12.8,13.2,12.7,12.9,416646
20260421,BEXGSUKUK,67.5,67.5,64.5,64.5,20752
20260421,BGIC,34.7,35.4,34.5,35.2,137450
20260421,BIFC,5.4,5.4,5.1,5.3,90334
20260421,BNICL,73.8,78.5,72.1,77.8,1116187
20260421,BPML,27.1,27.5,26.9,27,192986
