Date,Scrip,Open,High,Low,Close,Volume
20260518,00DS30,1970.55928,1975.00195,1965.86124,1968.39544,7260831000
20260518,00DSES,1062.55237,1067.54062,1056.56427,1056.56427,7260831000
20260518,00DSEX,5226.18365,5241.07438,5202.26031,5203.11208,7260831000
20260518,00DSMEX,1223.79491,1247.71002,1212.36242,1215.05858,92609000
20260518,1JANATAMF,3,3.1,2.9,2.9,1265303
20260518,1STPRIMFMF,18.9,18.9,18.4,18.4,119440
20260518,AAMRANET,16.5,16.6,16.4,16.4,216837
20260518,AAMRATECH,14.2,14.2,12.9,12.9,64445
20260518,ABB1STMF,3.2,3.2,3,3.1,1985326
20260518,ABBANK,4.3,4.4,4.3,4.3,515960
20260518,ACFL,19.5,19.7,19.2,19.6,172070
20260518,ACHIASF,31,34.6,30.2,32.5,7717
20260518,ACI,189,190.9,185.1,185.7,30166
20260518,ACIFORMULA,139.5,140.1,138.8,139,12144
20260518,ACMELAB,75.3,75.6,74.9,75.1,162676
20260518,ACMEPL,23.8,24.2,23.2,23.3,2704384
20260518,ACTIVEFINE,7,7.2,6.6,6.7,488354
20260518,ADNTEL,58.6,59.2,58.5,58.8,224447
20260518,ADVENT,13.7,14.4,13.7,14,775163
20260518,AFCAGRO,7.2,7.2,6.9,6.9,91688
20260518,AFTABAUTO,28.7,28.9,28.2,28.3,119161
20260518,AGNISYSL,26.4,26.5,25.8,25.9,1840175
20260518,AGRANINS,23.9,24.4,23.6,24.1,161273
20260518,AIBL1STIMF,4,4.1,3.9,4,906789
20260518,AIL,30.6,31.5,30.3,31.2,223953
20260518,AL-HAJTEX,96.9,98,94.5,95.2,151610
20260518,ALARABANK,13.5,13.5,13.3,13.3,58895
20260518,ALIF,5.2,5.2,5.1,5.1,236481
20260518,ALLTEX,16.5,16.6,16.3,16.4,151380
20260518,AMANFEED,32.4,32.9,31.9,32.4,1726185
20260518,AMBEEPHA,780,800,777.3,779.5,1942
20260518,AMCL(PRAN),217.9,217.9,211.9,213,15396
20260518,AMPL,79.9,82.8,79.4,80.7,134587
20260518,ANLIMAYARN,20.9,22.3,20.9,21.9,233244
